timestamp,ip,EUI,endpoint,value
1664360147.4750583,fd30:93d7:9154:b7c2:4419:582d:13dd:3cc7,0x00124b0021aa378b,Humidity,70.40
1664360137.4750583,fd30:93d7:9154:b7c2:4419:582d:13dd:3cc7,0x00124b0021aa378b,Humidity,70.3
1664360157.5246947,fd30:93d7:9154:b7c2:4419:582d:13dd:3cc7,0x00124b0021aa378b,IR,38855
1664360147.5246947,fd30:93d7:9154:b7c2:4419:582d:13dd:3cc7,0x00124b0021aa378b,IR,45505
1664360137.5246947,fd30:93d7:9154:b7c2:4419:582d:13dd:3cc7,0x00124b0021aa378b,IR,21441
1664360157.5749478,fd30:93d7:9154:b7c2:4419:582d:13dd:3cc7,0x00124b0021aa378b,Vis,65535
1664360147.5749478,fd30:93d7:9154:b7c2:4419:582d:13dd:3cc7,0x00124b0021aa378b,Vis,65535
1664360137.5749478,fd30:93d7:9154:b7c2:4419:582d:13dd:3cc7,0x00124b0021aa378b,Vis,65535
1664360157.6234312,fd30:93d7:9154:b7c2:4419:582d:13dd:3cc7,0x00124b0021aa378b,Batt,3.45
1664360147.6234312,fd30:93d7:9154:b7c2:4419:582d:13dd:3cc7,0x00124b0021aa378b,Batt,3.45
1664360137.6234312,fd30:93d7:9154:b7c2:4419:582d:13dd:3cc7,0x00124b0021aa378b,Batt,3.45
1664360157.6965563,fd30:93d7:9154:b7c2:3b50:7f6e:c9e9:e7f0,0x00124b0021aa35d5,Temperature,20.68
1664360147.6965563,fd30:93d7:9154:b7c2:3b50:7f6e:c9e9:e7f0,0x00124b0021aa35d5,Temperature,20.64
1664360137.6965563,fd30:93d7:9154:b7c2:3b50:7f6e:c9e9:e7f0,0x00124b0021aa35d5,Temperature,20.58
1664360157.7504594,fd30:93d7:9154:b7c2:3b50:7f6e:c9e9:e7f0,0x00124b0021aa35d5,Humidity,71.34
1664360147.7504594,fd30:93d7:9154:b7c2:3b50:7f6e:c9e9:e7f0,0x00124b0021aa35d5,Humidity,70.63
1664360137.7504594,fd30:93d7:9154:b7c2:3b50:7f6e:c9e9:e7f0,0x00124b0021aa35d5,Humidity,70.71
1664360157.804007,fd30:93d7:9154:b7c2:3b50:7f6e:c9e9:e7f0,0x00124b0021aa35d5,IR,65535
1664360147.804007,fd30:93d7:9154:b7c2:3b50:7f6e:c9e9:e7f0,0x00124b0021aa35d5,IR,65535
1664360137.804007,fd30:93d7:9154:b7c2:3b50:7f6e:c9e9:e7f0,0x00124b0021aa35d5,IR,65535
1664360157.8540895,fd30:93d7:9154:b7c2:3b50:7f6e:c9e9:e7f0,0x00124b0021aa35d5,Vis,65535
1664360147.8540895,fd30:93d7:9154:b7c2:3b50:7f6e:c9e9:e7f0,0x00124b0021aa35d5,Vis,65535
1664360137.8540895,fd30:93d7:9154:b7c2:3b50:7f6e:c9e9:e7f0,0x00124b0021aa35d5,Vis,65535
1664360157.902174,fd30:93d7:9154:b7c2:3b50:7f6e:c9e9:e7f0,0x00124b0021aa35d5,Batt,3.39
1664360147.902174,fd30:93d7:9154:b7c2:3b50:7f6e:c9e9:e7f0,0x00124b0021aa35d5,Batt,15.15
1664360137.902174,fd30:93d7:9154:b7c2:3b50:7f6e:c9e9:e7f0,0x00124b0021aa35d5,Batt,3.39
1664360157.9501538,fd30:93d7:9154:b7c2:561f:1334:2f24:25da,0x00124b0021aa35d4,Temperature,20.69
1664360147.9501538,fd30:93d7:9154:b7c2:561f:1334:2f24:25da,0x00124b0021aa35d4,Temperature,20.72
1664360137.9501538,fd30:93d7:9154:b7c2:561f:1334:2f24:25da,0x00124b0021aa35d4,Temperature,20.68
1664360158.0097213,fd30:93d7:9154:b7c2:561f:1334:2f24:25da,0x00124b0021aa35d4,Humidity,72.10
1664360148.0097213,fd30:93d7:9154:b7c2:561f:1334:2f24:25da,0x00124b0021aa35d4,Humidity,71.22
1664360138.0097213,fd30:93d7:9154:b7c2:561f:1334:2f24:25da,0x00124b0021aa35d4,Humidity,71.3
1664360158.0750077,fd30:93d7:9154:b7c2:561f:1334:2f24:25da,0x00124b0021aa35d4,IR,61869
1664360148.0750077,fd30:93d7:9154:b7c2:561f:1334:2f24:25da,0x00124b0021aa35d4,IR,683
1664360138.0750077,fd30:93d7:9154:b7c2:561f:1334:2f24:25da,0x00124b0021aa35d4,IR,15786
1664360158.1391537,fd30:93d7:9154:b7c2:561f:1334:2f24:25da,0x00124b0021aa35d4,Vis,65535
1664360148.1391537,fd30:93d7:9154:b7c2:561f:1334:2f24:25da,0x00124b0021aa35d4,Vis,65535
1664360138.1391537,fd30:93d7:9154:b7c2:561f:1334:2f24:25da,0x00124b0021aa35d4,Vis,65535
1664360158.2011638,fd30:93d7:9154:b7c2:561f:1334:2f24:25da,0x00124b0021aa35d4,Batt,3.56
1664360148.2011638,fd30:93d7:9154:b7c2:561f:1334:2f24:25da,0x00124b0021aa35d4,Batt,3.56
1664360138.2011638,fd30:93d7:9154:b7c2:561f:1334:2f24:25da,0x00124b0021aa35d4,Batt,3.56
1664360186.8674574,fd30:93d7:9154:b7c2:afb:588a:3d31:e8ce,0x00124b0021aa36fe,Temperature,20.6
1664360176.8674574,fd30:93d7:9154:b7c2:afb:588a:3d31:e8ce,0x00124b0021aa36fe,Temperature,20.5
1664360166.8674574,fd30:93d7:9154:b7c2:afb:588a:3d31:e8ce,0x00124b0021aa36fe,Temperature,20.7
1664360186.927762,fd30:93d7:9154:b7c2:afb:588a:3d31:e8ce,0x00124b0021aa36fe,Humidity,73.75
1664360176.927762,fd30:93d7:9154:b7c2:afb:588a:3d31:e8ce,0x00124b0021aa36fe,Humidity,73.13
1664360166.927762,fd30:93d7:9154:b7c2:afb:588a:3d31:e8ce,0x00124b0021aa36fe,Humidity,73.46
1664360186.9769218,fd30:93d7:9154:b7c2:afb:588a:3d31:e8ce,0x00124b0021aa36fe,IR,47726
1664360176.9769218,fd30:93d7:9154:b7c2:afb:588a:3d31:e8ce,0x00124b0021aa36fe,IR,26735
1664360166.9769218,fd30:93d7:9154:b7c2:afb:588a:3d31:e8ce,0x00124b0021aa36fe,IR,28277
1664360187.027769,fd30:93d7:9154:b7c2:afb:588a:3d31:e8ce,0x00124b0021aa36fe,Vis,61653
1664360177.027769,fd30:93d7:9154:b7c2:afb:588a:3d31:e8ce,0x00124b0021aa36fe,Vis,49623
1664360167.027769,fd30:93d7:9154:b7c2:afb:588a:3d31:e8ce,0x00124b0021aa36fe,Vis,58082
1664360187.0736494,fd30:93d7:9154:b7c2:afb:588a:3d31:e8ce,0x00124b0021aa36fe,Batt,3.62
1664360177.0736494,fd30:93d7:9154:b7c2:afb:588a:3d31:e8ce,0x00124b0021aa36fe,Batt,3.62
1664360167.0736494,fd30:93d7:9154:b7c2:afb:588a:3d31:e8ce,0x00124b0021aa36fe,Batt,3.62
1664360187.1225061,fd30:93d7:9154:b7c2:46c6:4be5:deb9:e1f8,0x00124b0021aa36ed,Temperature,20.35
1664360177.1225061,fd30:93d7:9154:b7c2:46c6:4be5:deb9:e1f8,0x00124b0021aa36ed,Temperature,20.37
1664360167.1225061,fd30:93d7:9154:b7c2:46c6:4be5:deb9:e1f8,0x00124b0021aa36ed,Temperature,20.42
1664360187.1846154,fd30:93d7:9154:b7c2:46c6:4be5:deb9:e1f8,0x00124b0021aa36ed,Humidity,68.98
1664360177.1846154,fd30:93d7:9154:b7c2:46c6:4be5:deb9:e1f8,0x00124b0021aa36ed,Humidity,69.60
1664360167.1846154,fd30:93d7:9154:b7c2:46c6:4be5:deb9:e1f8,0x00124b0021aa36ed,Humidity,69.65
1664360187.2448583,fd30:93d7:9154:b7c2:46c6:4be5:deb9:e1f8,0x00124b0021aa36ed,IR,7823
1664360177.2448583,fd30:93d7:9154:b7c2:46c6:4be5:deb9:e1f8,0x00124b0021aa36ed,IR,11665
1664360167.2448583,fd30:93d7:9154:b7c2:46c6:4be5:deb9:e1f8,0x00124b0021aa36ed,IR,36248
1664360187.3040826,fd30:93d7:9154:b7c2:46c6:4be5:deb9:e1f8,0x00124b0021aa36ed,Vis,65535
1664360177.3040826,fd30:93d7:9154:b7c2:46c6:4be5:deb9:e1f8,0x00124b0021aa36ed,Vis,65535
1664360167.3040826,fd30:93d7:9154:b7c2:46c6:4be5:deb9:e1f8,0x00124b0021aa36ed,Vis,65535
1664360187.365328,fd30:93d7:9154:b7c2:46c6:4be5:deb9:e1f8,0x00124b0021aa36ed,Batt,15.15
1664360177.365328,fd30:93d7:9154:b7c2:46c6:4be5:deb9:e1f8,0x00124b0021aa36ed,Batt,15.15
1664360167.365328,fd30:93d7:9154:b7c2:46c6:4be5:deb9:e1f8,0x00124b0021aa36ed,Batt,15.15
1664360187.426977,fd30:93d7:9154:b7c2:4419:582d:13dd:3cc7,0x00124b0021aa378b,Temperature,20.62
1664360177.426977,fd30:93d7:9154:b7c2:4419:582d:13dd:3cc7,0x00124b0021aa378b,Temperature,20.61
1664360167.426977,fd30:93d7:9154:b7c2:4419:582d:13dd:3cc7,0x00124b0021aa378b,Temperature,20.58
1664360187.4726326,fd30:93d7:9154:b7c2:4419:582d:13dd:3cc7,0x00124b0021aa378b,Humidity,70.45
1664360177.4726326,fd30:93d7:9154:b7c2:4419:582d:13dd:3cc7,0x00124b0021aa378b,Humidity,71.18
1664360167.4726326,fd30:93d7:9154:b7c2:4419:582d:13dd:3cc7,0x00124b0021aa378b,Humidity,70.78
1664360187.5212002,fd30:93d7:9154:b7c2:4419:582d:13dd:3cc7,0x00124b0021aa378b,IR,51647
1664360177.5212002,fd30:93d7:9154:b7c2:4419:582d:13dd:3cc7,0x00124b0021aa378b,IR,18627
1664360167.5212002,fd30:93d7:9154:b7c2:4419:582d:13dd:3cc7,0x00124b0021aa378b,IR,53957
1664360187.5679703,fd30:93d7:9154:b7c2:4419:582d:13dd:3cc7,0x00124b0021aa378b,Vis,65535
1664360177.5679703,fd30:93d7:9154:b7c2:4419:582d:13dd:3cc7,0x00124b0021aa378b,Vis,65535
1664360167.5679703,fd30:93d7:9154:b7c2:4419:582d:13dd:3cc7,0x00124b0021aa378b,Vis,65535
1664360187.6188045,fd30:93d7:9154:b7c2:4419:582d:13dd:3cc7,0x00124b0021aa378b,Batt,3.45
1664360177.6188045,fd30:93d7:9154:b7c2:4419:582d:13dd:3cc7,0x00124b0021aa378b,Batt,3.45
1664360167.6188045,fd30:93d7:9154:b7c2:4419:582d:13dd:3cc7,0x00124b0021aa378b,Batt,3.45
1664360187.6929862,fd30:93d7:9154:b7c2:3b50:7f6e:c9e9:e7f0,0x00124b0021aa35d5,Temperature,20.56
1664360177.6929862,fd30:93d7:9154:b7c2:3b50:7f6e:c9e9:e7f0,0x00124b0021aa35d5,Temperature,20.60
1664360187.747987,fd30:93d7:9154:b7c2:3b50:7f6e:c9e9:e7f0,0x00124b0021aa35d5,Humidity,70.87
1664360177.747987,fd30:93d7:9154:b7c2:3b50:7f6e:c9e9:e7f0,0x00124b0021aa35d5,Humidity,71.34
1664360187.7987247,fd30:93d7:9154:b7c2:3b50:7f6e:c9e9:e7f0,0x00124b0021aa35d5,IR,65535
1664360177.7987247,fd30:93d7:9154:b7c2:3b50:7f6e:c9e9:e7f0,0x00124b0021aa35d5,IR,65535
1664360187.844836,fd30:93d7:9154:b7c2:3b50:7f6e:c9e9:e7f0,0x00124b0021aa35d5,Vis,65535
1664360177.844836,fd30:93d7:9154:b7c2:3b50:7f6e:c9e9:e7f0,0x00124b0021aa35d5,Vis,65535
1664360187.8891637,fd30:93d7:9154:b7c2:3b50:7f6e:c9e9:e7f0,0x00124b0021aa35d5,Batt,3.39
1664360177.8891637,fd30:93d7:9154:b7c2:3b50:7f6e:c9e9:e7f0,0x00124b0021aa35d5,Batt,3.39
1664360187.937213,fd30:93d7:9154:b7c2:561f:1334:2f24:25da,0x00124b0021aa35d4,Temperature,20.69
1664360177.937213,fd30:93d7:9154:b7c2:561f:1334:2f24:25da,0x00124b0021aa35d4,Temperature,20.67
1664360187.997903,fd30:93d7:9154:b7c2:561f:1334:2f24:25da,0x00124b0021aa35d4,Humidity,70.73
1664360177.997903,fd30:93d7:9154:b7c2:561f:1334:2f24:25da,0x00124b0021aa35d4,Humidity,71.7
1664360188.0606208,fd30:93d7:9154:b7c2:561f:1334:2f24:25da,0x00124b0021aa35d4,IR,29351
1664360178.0606208,fd30:93d7:9154:b7c2:561f:1334:2f24:25da,0x00124b0021aa35d4,IR,65192
1664360188.118948,fd30:93d7:9154:b7c2:561f:1334:2f24:25da,0x00124b0021aa35d4,Vis,65535
1664360178.118948,fd30:93d7:9154:b7c2:561f:1334:2f24:25da,0x00124b0021aa35d4,Vis,65535
1664360188.177999,fd30:93d7:9154:b7c2:561f:1334:2f24:25da,0x00124b0021aa35d4,Batt,3.56
1664360178.177999,fd30:93d7:9154:b7c2:561f:1334:2f24:25da,0x00124b0021aa35d4,Batt,3.56
1664360216.895389,fd30:93d7:9154:b7c2:4419:582d:13dd:3cc7,0x00124b0021aa378b,Temperature,20.55
1664360206.895389,fd30:93d7:9154:b7c2:4419:582d:13dd:3cc7,0x00124b0021aa378b,Temperature,20.55
1664360216.9653044,fd30:93d7:9154:b7c2:4419:582d:13dd:3cc7,0x00124b0021aa378b,Humidity,69.25
1664360206.9653044,fd30:93d7:9154:b7c2:4419:582d:13dd:3cc7,0x00124b0021aa378b,Humidity,70.8
1664360217.0112004,fd30:93d7:9154:b7c2:4419:582d:13dd:3cc7,0x00124b0021aa378b,IR,19198
1664360207.0112004,fd30:93d7:9154:b7c2:4419:582d:13dd:3cc7,0x00124b0021aa378b,IR,51902
1664360217.0577865,fd30:93d7:9154:b7c2:4419:582d:13dd:3cc7,0x00124b0021aa378b,Vis,65535
1664360207.0577865,fd30:93d7:9154:b7c2:4419:582d:13dd:3cc7,0x00124b0021aa378b,Vis,65535
1664360217.1061063,fd30:93d7:9154:b7c2:4419:582d:13dd:3cc7,0x00124b0021aa378b,Batt,3.45
1664360207.1061063,fd30:93d7:9154:b7c2:4419:582d:13dd:3cc7,0x00124b0021aa378b,Batt,3.45
1664360217.1543477,fd30:93d7:9154:b7c2:afb:588a:3d31:e8ce,0x00124b0021aa36fe,Temperature,20.5
1664360207.1543477,fd30:93d7:9154:b7c2:afb:588a:3d31:e8ce,0x00124b0021aa36fe,Temperature,20.7
1664360197.1543477,fd30:93d7:9154:b7c2:afb:588a:3d31:e8ce,0x00124b0021aa36fe,Temperature,20.3
1664360217.1989872,fd30:93d7:9154:b7c2:afb:588a:3d31:e8ce,0x00124b0021aa36fe,Humidity,73.40
1664360207.1989872,fd30:93d7:9154:b7c2:afb:588a:3d31:e8ce,0x00124b0021aa36fe,Humidity,72.36
1664360197.1989872,fd30:93d7:9154:b7c2:afb:588a:3d31:e8ce,0x00124b0021aa36fe,Humidity,72.7
1664360217.2472692,fd30:93d7:9154:b7c2:afb:588a:3d31:e8ce,0x00124b0021aa36fe,IR,60803
1664360207.2472692,fd30:93d7:9154:b7c2:afb:588a:3d31:e8ce,0x00124b0021aa36fe,IR,53870
1664360197.2472692,fd30:93d7:9154:b7c2:afb:588a:3d31:e8ce,0x00124b0021aa36fe,IR,5229
1664360217.2959309,fd30:93d7:9154:b7c2:afb:588a:3d31:e8ce,0x00124b0021aa36fe,Vis,34043
1664360207.2959309,fd30:93d7:9154:b7c2:afb:588a:3d31:e8ce,0x00124b0021aa36fe,Vis,47063
1664360197.2959309,fd30:93d7:9154:b7c2:afb:588a:3d31:e8ce,0x00124b0021aa36fe,Vis,58838
1664360217.3412588,fd30:93d7:9154:b7c2:afb:588a:3d31:e8ce,0x00124b0021aa36fe,Batt,3.62
1664360207.3412588,fd30:93d7:9154:b7c2:afb:588a:3d31:e8ce,0x00124b0021aa36fe,Batt,3.62
1664360197.3412588,fd30:93d7:9154:b7c2:afb:588a:3d31:e8ce,0x00124b0021aa36fe,Batt,3.62
1664360217.3885517,fd30:93d7:9154:b7c2:561f:1334:2f24:25da,0x00124b0021aa35d4,Temperature,20.70
1664360207.3885517,fd30:93d7:9154:b7c2:561f:1334:2f24:25da,0x00124b0021aa35d4,Temperature,20.70
1664360197.3885517,fd30:93d7:9154:b7c2:561f:1334:2f24:25da,0x00124b0021aa35d4,Temperature,20.61
1664360217.4349437,fd30:93d7:9154:b7c2:561f:1334:2f24:25da,0x00124b0021aa35d4,Humidity,70.45
1664360207.4349437,fd30:93d7:9154:b7c2:561f:1334:2f24:25da,0x00124b0021aa35d4,Humidity,69.92
1664360197.4349437,fd30:93d7:9154:b7c2:561f:1334:2f24:25da,0x00124b0021aa35d4,Humidity,70.12
1664360217.4808848,fd30:93d7:9154:b7c2:561f:1334:2f24:25da,0x00124b0021aa35d4,IR,15535
1664360207.4808848,fd30:93d7:9154:b7c2:561f:1334:2f24:25da,0x00124b0021aa35d4,IR,58549
1664360197.4808848,fd30:93d7:9154:b7c2:561f:1334:2f24:25da,0x00124b0021aa35d4,IR,60581
1664360217.5282943,fd30:93d7:9154:b7c2:561f:1334:2f24:25da,0x00124b0021aa35d4,Vis,65535
1664360207.5282943,fd30:93d7:9154:b7c2:561f:1334:2f24:25da,0x00124b0021aa35d4,Vis,65535
1664360197.5282943,fd30:93d7:9154:b7c2:561f:1334:2f24:25da,0x00124b0021aa35d4,Vis,65535
1664360217.5750313,fd30:93d7:9154:b7c2:561f:1334:2f24:25da,0x00124b0021aa35d4,Batt,3.56
1664360207.5750313,fd30:93d7:9154:b7c2:561f:1334:2f24:25da,0x00124b0021aa35d4,Batt,3.56
1664360197.5750313,fd30:93d7:9154:b7c2:561f:1334:2f24:25da,0x00124b0021aa35d4,Batt,3.50
1664360217.6243587,fd30:93d7:9154:b7c2:3b50:7f6e:c9e9:e7f0,0x00124b0021aa35d5,Temperature,20.46
1664360207.6243587,fd30:93d7:9154:b7c2:3b50:7f6e:c9e9:e7f0,0x00124b0021aa35d5,Temperature,20.49
1664360197.6243587,fd30:93d7:9154:b7c2:3b50:7f6e:c9e9:e7f0,0x00124b0021aa35d5,Temperature,20.50
1664360217.6667368,fd30:93d7:9154:b7c2:3b50:7f6e:c9e9:e7f0,0x00124b0021aa35d5,Humidity,70.27
1664360207.6667368,fd30:93d7:9154:b7c2:3b50:7f6e:c9e9:e7f0,0x00124b0021aa35d5,Humidity,70.14
1664360197.6667368,fd30:93d7:9154:b7c2:3b50:7f6e:c9e9:e7f0,0x00124b0021aa35d5,Humidity,70.52
1664360217.720723,fd30:93d7:9154:b7c2:3b50:7f6e:c9e9:e7f0,0x00124b0021aa35d5,IR,65535
1664360207.720723,fd30:93d7:9154:b7c2:3b50:7f6e:c9e9:e7f0,0x00124b0021aa35d5,IR,65535
1664360197.720723,fd30:93d7:9154:b7c2:3b50:7f6e:c9e9:e7f0,0x00124b0021aa35d5,IR,65535
1664360217.768942,fd30:93d7:9154:b7c2:3b50:7f6e:c9e9:e7f0,0x00124b0021aa35d5,Vis,65535
1664360207.768942,fd30:93d7:9154:b7c2:3b50:7f6e:c9e9:e7f0,0x00124b0021aa35d5,Vis,65535
1664360197.768942,fd30:93d7:9154:b7c2:3b50:7f6e:c9e9:e7f0,0x00124b0021aa35d5,Vis,65535
1664360217.8134947,fd30:93d7:9154:b7c2:3b50:7f6e:c9e9:e7f0,0x00124b0021aa35d5,Batt,15.15
1664360207.8134947,fd30:93d7:9154:b7c2:3b50:7f6e:c9e9:e7f0,0x00124b0021aa35d5,Batt,3.39
1664360197.8134947,fd30:93d7:9154:b7c2:3b50:7f6e:c9e9:e7f0,0x00124b0021aa35d5,Batt,15.15
1664360217.8620472,fd30:93d7:9154:b7c2:46c6:4be5:deb9:e1f8,0x00124b0021aa36ed,Temperature,20.32
1664360207.8620472,fd30:93d7:9154:b7c2:46c6:4be5:deb9:e1f8,0x00124b0021aa36ed,Temperature,20.32
1664360197.8620472,fd30:93d7:9154:b7c2:46c6:4be5:deb9:e1f8,0x00124b0021aa36ed,Temperature,20.29
1664360217.938021,fd30:93d7:9154:b7c2:46c6:4be5:deb9:e1f8,0x00124b0021aa36ed,Humidity,68.6
1664360207.938021,fd30:93d7:9154:b7c2:46c6:4be5:deb9:e1f8,0x00124b0021aa36ed,Humidity,68.63
1664360197.938021,fd30:93d7:9154:b7c2:46c6:4be5:deb9:e1f8,0x00124b0021aa36ed,Humidity,68.93
1664360218.0159764,fd30:93d7:9154:b7c2:46c6:4be5:deb9:e1f8,0x00124b0021aa36ed,IR,3773
1664360208.0159764,fd30:93d7:9154:b7c2:46c6:4be5:deb9:e1f8,0x00124b0021aa36ed,IR,37775
1664360198.0159764,fd30:93d7:9154:b7c2:46c6:4be5:deb9:e1f8,0x00124b0021aa36ed,IR,4238
1664360218.092997,fd30:93d7:9154:b7c2:46c6:4be5:deb9:e1f8,0x00124b0021aa36ed,Vis,65535
1664360208.092997,fd30:93d7:9154:b7c2:46c6:4be5:deb9:e1f8,0x00124b0021aa36ed,Vis,65535
1664360198.092997,fd30:93d7:9154:b7c2:46c6:4be5:deb9:e1f8,0x00124b0021aa36ed,Vis,65535
1664360218.1712384,fd30:93d7:9154:b7c2:46c6:4be5:deb9:e1f8,0x00124b0021aa36ed,Batt,15.15
1664360208.1712384,fd30:93d7:9154:b7c2:46c6:4be5:deb9:e1f8,0x00124b0021aa36ed,Batt,15.15
1664360198.1712384,fd30:93d7:9154:b7c2:46c6:4be5:deb9:e1f8,0x00124b0021aa36ed,Batt,15.15
